n_paired,n_unpaired,n_total,n_models,n_queries,seed,method,mae,c
8,8,16,40,678,16,ens,0.029438294828390034,
8,8,16,40,678,17,sample,0.03109897188328742,
8,8,16,40,678,17,dkps,0.03199041049477286,
8,8,16,40,678,17,pkps,0.028554174427469332,2.0
8,8,16,40,678,17,ens,0.024799040679420313,
8,8,16,40,678,18,sample,0.036838450962596234,
8,8,16,40,678,18,dkps,0.02408156539771982,
8,8,16,40,678,18,pkps,0.024016278579066415,0.049999999999999996
8,8,16,40,678,18,ens,0.018549373993969304,
8,8,16,40,678,19,sample,0.031552989974413845,
8,8,16,40,678,19,dkps,0.023468413225628555,
8,8,16,40,678,19,pkps,0.02343032584767818,0.05
8,8,16,40,678,19,ens,0.019247884850079208,
8,8,16,60,678,0,sample,0.03188442871541116,
8,8,16,60,678,0,dkps,0.024515631307537297,
8,8,16,60,678,0,pkps,0.02451563130753722,0.02
8,8,16,60,678,0,ens,0.021197154661777316,
8,8,16,60,678,1,sample,0.03943160867106613,
8,8,16,60,678,1,dkps,0.030000074488156957,
8,8,16,60,678,1,pkps,0.02411145316347044,5.0
8,8,16,60,678,1,ens,0.02135955903989608,
8,8,16,60,678,2,sample,0.032599842181993556,
8,8,16,60,678,2,dkps,0.02900273949798798,
8,8,16,60,678,2,pkps,0.02875329088925745,0.09999999999999999
8,8,16,60,678,2,ens,0.024599760284084764,
8,8,16,60,678,3,sample,0.03635235431017445,
8,8,16,60,678,3,dkps,0.02649957557357292,
8,8,16,60,678,3,pkps,0.026499521279360432,0.05
8,8,16,60,678,3,ens,0.01640677559494008,
8,8,16,60,678,4,sample,0.036048132753742794,
8,8,16,60,678,4,dkps,0.023295256179095156,
8,8,16,60,678,4,pkps,0.022789970844937318,0.1
8,8,16,60,678,4,ens,0.021940844236524475,
8,8,16,60,678,5,sample,0.03637661513297394,
8,8,16,60,678,5,dkps,0.0344647896990679,
8,8,16,60,678,5,pkps,0.03350290910964613,0.2
8,8,16,60,678,5,ens,0.02554853618156065,
8,8,16,60,678,6,sample,0.03085186853374419,
8,8,16,60,678,6,dkps,0.025270565243032842,
8,8,16,60,678,6,pkps,0.025270565243036894,0.02
8,8,16,60,678,6,ens,0.02025195926473208,
8,8,16,60,678,7,sample,0.037435476483063085,
8,8,16,60,678,7,dkps,0.03012568739867996,
8,8,16,60,678,7,pkps,0.028666518385786367,0.1
8,8,16,60,678,7,ens,0.024344857328441955,
8,8,16,60,678,8,sample,0.030551597680672584,
