obs_prob,n_models,seed,method,mae,predictor,alpha
0.3,95,7,ensemble,0.09253554955383919,knn,0.5
0.3,95,8,combined,0.09096455810277991,knn,0.4
0.3,95,8,matcomplete,0.09264889030240094,knn,0.4
0.3,95,8,ensemble,0.08401646283825825,knn,0.4
0.3,95,9,combined,0.09192846726120035,knn,0.30000000000000004
0.3,95,9,matcomplete,0.08580522484678349,knn,0.30000000000000004
0.3,95,9,ensemble,0.08214675010677734,knn,0.30000000000000004
0.3,95,10,combined,0.09347878583777007,knn,0.30000000000000004
0.3,95,10,matcomplete,0.09056753491171576,knn,0.30000000000000004
0.3,95,10,ensemble,0.08308315000434023,knn,0.30000000000000004
0.3,95,11,combined,0.0946985783299152,knn,0.45
0.3,95,11,matcomplete,0.09446786335310685,knn,0.45
0.3,95,11,ensemble,0.080647546098179,knn,0.45
0.3,95,12,combined,0.08954865925596343,knn,0.5
0.3,95,12,matcomplete,0.09851162053880068,knn,0.5
0.3,95,12,ensemble,0.08241434394787267,knn,0.5
0.3,95,13,combined,0.10510780412814798,knn,0.6000000000000001
0.3,95,13,matcomplete,0.08423929013622178,knn,0.6000000000000001
0.3,95,13,ensemble,0.09118335038261831,knn,0.6000000000000001
0.3,95,14,combined,0.08908486178620502,knn,0.7000000000000001
0.3,95,14,matcomplete,0.09117868063094882,knn,0.7000000000000001
0.3,95,14,ensemble,0.08341052298287976,knn,0.7000000000000001
0.3,95,15,combined,0.09510687105245078,knn,0.65
0.3,95,15,matcomplete,0.10633678995838727,knn,0.65
0.3,95,15,ensemble,0.08877426581129709,knn,0.65
0.3,95,16,combined,0.09256637725143183,knn,0.55
0.3,95,16,matcomplete,0.08560053591354104,knn,0.55
0.3,95,16,ensemble,0.08486992635956964,knn,0.55
0.3,95,17,combined,0.09327737891234877,knn,0.55
0.3,95,17,matcomplete,0.08944143919093946,knn,0.55
0.3,95,17,ensemble,0.08443886313692729,knn,0.55
0.3,95,18,combined,0.09265634974642242,knn,0.45
0.3,95,18,matcomplete,0.09451400387179346,knn,0.45
0.3,95,18,ensemble,0.08627652811848231,knn,0.45
0.3,95,19,combined,0.09664603633860458,knn,0.4
0.3,95,19,matcomplete,0.10020708420939987,knn,0.4
0.3,95,19,ensemble,0.09235114491999223,knn,0.4
